"Survey Number","Name of State / UT","Latitude","Longitude","Class","Owner"
"778","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Non-Agricultural","Eva Verma"
"818","Delhi","28.7041","77.1025","Agricultural Area","Gauri Mehra"
"935","Goa","15.2993","74.124","Agricultural Area","Hridhaan Gupta"
"215","Gujarat","22.2587","71.1924","Non-Agricultural","Ishita Sharma"
"509","Haryana","29.0588","76.0856","Agricultural Area","Jai Kumar"
"137","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Kabir Sharma"
"312","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Kaira Patel"
"121","Jharkhand","23.6102","85.2799","Residential Area","Krisha Reddy"
"185","Karnataka","15.3173","75.7139","Non-Agricultural","Lakshya Singh"
"734","Kerala","10.8505","76.2711","Non-Agricultural","Mahi Narang"
"570","Ladakh","34.2996","78.2932","Non-Agricultural","Misha Singh"
"226","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Myra Gupta"
"610","Maharashtra","19.7515","75.7139","Residential Area","Navya Malhotra"
"471","Manipur","24.6637","93.9063","Residential Area","Neha Shah"
"124","Meghalaya","25.467","91.3662","Residential Area","Neil Agarwal"
"348","Mizoram","23.1645","92.9376","Agricultural Area","Niyaan Chopra"
"930","Nagaland","26.1584","94.5624","Agricultural Area","Nitya Gupta"
"599","Odisha","20.9517","85.0985","Residential Area","Pari Singh"
"871","Puducherry","11.9416","79.8083","Residential Area","Parth Kapoor"
"456","Punjab","31.1471","75.3412","Residential Area","Pihu Shah"
"435","Rajasthan","27.0238","74.2179","Non-Agricultural","Prisha Sharma"
"528","Sikkim","27.533","88.5122","Non-Agricultural","Ranbir Chopra"
"185","Tamil Nadu","11.1271","78.6569","Residential Area","Rhea Sharma"
"502","Telangana","18.1124","79.0193","Non-Agricultural","Riya Patel"
"120","Tripura","23.9408","91.9882","Non-Agricultural","Rudra Singh"
"519","Uttar Pradesh","26.8467","80.9462","Residential Area","Saanvi Banerjee"
"624","Uttarakhand","30.0668","79.0193","Non-Agricultural","Saanvi Gupta"
"660","West Bengal","22.9868","87.855","Residential Area","Sahana Kapoor"
"746","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Saisha Gupta"
"252","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Samar Singh"
"933","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Sana Verma"
"620","Assam","26.2006","92.9376","Residential Area","Sanvi Mehra"
"516","Bihar","25.0961","85.3131","Non-Agricultural","Sarthak Gupta"
"125","Chandigarh","30.7333","76.7794","Non-Agricultural","Shanaya Sharma"
"997","Chhattisgarh","21.2787","81.8661","Residential Area","Shaurya Patel"
"412","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Shivansh Singh"
"945","Delhi","28.7041","77.1025","Non-Agricultural","Shreya Kumar"
"141","Goa","15.2993","74.124","Non-Agricultural","Siddharth Sharma"
"993","Gujarat","22.2587","71.1924","Non-Agricultural","Simran Patel"
"797","Haryana","29.0588","76.0856","Agricultural Area","Tara Kapoor"
"756","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Vanya Malhotra"
"437","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Vihaan Sharma"
"137","Jharkhand","23.6102","85.2799","Non-Agricultural","Vivaan Patel"
"358","Karnataka","15.3173","75.7139","Agricultural Area","Yuvan Chopra"
"651","Kerala","10.8505","76.2711","Agricultural Area","Zara Mehra"
"676","Ladakh","34.2996","78.2932","Agricultural Area","Zoya Sharma"
"367","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Advait Gupta"
"193","Maharashtra","19.7515","75.7139","Residential Area","Adya Shah"
"230","Manipur","24.6637","93.9063","Agricultural Area","Advay Malhotra"
"176","Meghalaya","25.467","91.3662","Residential Area","Ansh Sharma"
"656","Mizoram","23.1645","92.9376","Residential Area","Arnav Patel"
"774","Nagaland","26.1584","94.5624","Agricultural Area","Aarush Gupta"
"390","Odisha","20.9517","85.0985","Non-Agricultural","Aahana Singh"
"218","Puducherry","11.9416","79.8083","Non-Agricultural","Aaryan Kapoor"
"961","Punjab","31.1471","75.3412","Residential Area","Aaradhya Sharma"
"928","Rajasthan","27.0238","74.2179","Agricultural Area","Anvi Singh"
"915","Sikkim","27.533","88.5122","Residential Area","Anya Malhotra"
"449","Tamil Nadu","11.1271","78.6569","Residential Area","Avyaan Sharma"
"217","Telangana","18.1124","79.0193","Agricultural Area","Dhruv Patel"
"465","Tripura","23.9408","91.9882","Agricultural Area","Disha Mehra"
"236","Uttar Pradesh","26.8467","80.9462","Residential Area","Diyara Sharma"
"228","Uttarakhand","30.0668","79.0193","Agricultural Area","Divyansh Shah"
"546","West Bengal","22.9868","87.855","Agricultural Area","Ekaansh Singh"
"335","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Eva Sharma"
"338","Andhra Pradesh","15.9129","79.74","Residential Area","Gaurav Kapoor"
"168","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Hridaan Shah"
"992","Assam","26.2006","92.9376","Non-Agricultural","Ira Kumar"
"572","Bihar","25.0961","85.3131","Non-Agricultural","Inaaya Sharma"
"878","Chandigarh","30.7333","76.7794","Residential Area","Jia Mehra"
"164","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Kabir Kapoor"
"792","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Kahaan Sharma"
"389","Delhi","28.7041","77.1025","Residential Area","Kaira Shah"
"240","Goa","15.2993","74.124","Non-Agricultural","Krish Patel"
"130","Gujarat","22.2587","71.1924","Agricultural Area","Lakshya Sharma"
"470","Haryana","29.0588","76.0856","Agricultural Area","Mahi Patel"
"642","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Maitri Sharma"
"555","Jammu and Kashmir","33.7782","76.5762","Residential Area","Navya Shah"
"537","Jharkhand","23.6102","85.2799","Agricultural Area","Nihal Patel"
"320","Karnataka","15.3173","75.7139","Residential Area","Nivaan Sharma"
"867","Kerala","10.8505","76.2711","Non-Agricultural","Pari Kapoor"
"342","Ladakh","34.2996","78.2932","Non-Agricultural","Parth Sharma"
"222","Madhya Pradesh","22.9734","78.6569","Residential Area","Prisha Patel"
"295","Maharashtra","19.7515","75.7139","Agricultural Area","Reyansh Sharma"
"572","Manipur","24.6637","93.9063","Non-Agricultural","Ridhima Patel"
"620","Meghalaya","25.467","91.3662","Non-Agricultural","Rishaan Kumar"
"871","Mizoram","23.1645","92.9376","Residential Area","Riya Mehra"
"547","Nagaland","26.1584","94.5624","Non-Agricultural","Rudra Sharma"
"648","Odisha","20.9517","85.0985","Residential Area","Saanvi Shah"
"181","Puducherry","11.9416","79.8083","Residential Area","Sahil Sharma"
"529","Punjab","31.1471","75.3412","Residential Area","Samaira Sharma"
"844","Rajasthan","27.0238","74.2179","Residential Area","Sana Shah"
"710","Sikkim","27.533","88.5122","Agricultural Area","Sarthak Kapoor"
"564","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Shanaya Patel"
"804","Telangana","18.1124","79.0193","Non-Agricultural","Shaurya Sharma"
"534","Tripura","23.9408","91.9882","Non-Agricultural","Shivansh Patel"
"889","Uttar Pradesh","26.8467","80.9462","Residential Area","Shreya Shah"
"505","Uttarakhand","30.0668","79.0193","Non-Agricultural","Siddharth Patel"
"364","West Bengal","22.9868","87.855","Non-Agricultural","Tara Sharma"
"713","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Vanya Shah"
"160","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Vihaan Shah"
"505","Arunachal Pradesh","28.218","94.7278","Non-Agricultural","Vivaan Sharma"
"259","Assam","26.2006","92.9376","Non-Agricultural","Yuvan Kapoor"
"275","Bihar","25.0961","85.3131","Residential Area","Zara Shah"
"331","Chandigarh","30.7333","76.7794","Non-Agricultural","Zoya Patel"
"199","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Advay Kapoor"
"250","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Aadvik Sharma"
"992","Delhi","28.7041","77.1025","Non-Agricultural","Aarav Shah"
"553","Goa","15.2993","74.124","Agricultural Area","Aadit Malhotra"
"658","Gujarat","22.2587","71.1924","Agricultural Area","Aarna Sharma"
"868","Haryana","29.0588","76.0856","Residential Area","Aashi Kapoor"
"556","Himachal Pradesh","31.1048","77.1734","Residential Area","Aashna Sharma"
"702","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Advait Shah"
"296","Jharkhand","23.6102","85.2799","Non-Agricultural","Ahaan Patel"
"811","Karnataka","15.3173","75.7139","Agricultural Area","Ahaana Sharma"
"655","Kerala","10.8505","76.2711","Agricultural Area","Aishani Shah"
"647","Ladakh","34.2996","78.2932","Non-Agricultural","Amaan Patel"
"690","Madhya Pradesh","22.9734","78.6569","Residential Area","Anay Sharma"
"420","Maharashtra","19.7515","75.7139","Non-Agricultural","Anirudh Patel"
"784","Manipur","24.6637","93.9063","Agricultural Area","Anvi Patel"
"979","Meghalaya","25.467","91.3662","Non-Agricultural","Aryaman Sharma"
"115","Mizoram","23.1645","92.9376","Non-Agricultural","Avani Shah"
"505","Nagaland","26.1584","94.5624","Agricultural Area","Ayush Patel"
"452","Odisha","20.9517","85.0985","Residential Area","Daivik Sharma"
"303","Puducherry","11.9416","79.8083","Non-Agricultural","Dhriti Shah"
"886","Punjab","31.1471","75.3412","Agricultural Area","Ditika Patel"
"816","Rajasthan","27.0238","74.2179","Agricultural Area","Divit Sharma"
"505","Sikkim","27.533","88.5122","Agricultural Area","Eeshaan Shah"
"630","Tamil Nadu","11.1271","78.6569","Residential Area","Ekam Kapoor"
"349","Telangana","18.1124","79.0193","Agricultural Area","Gauri Shah"
"213","Tripura","23.9408","91.9882","Residential Area","Gian Sharma"
"992","Uttar Pradesh","26.8467","80.9462","Residential Area","Haanvi Sharma"
"979","Uttarakhand","30.0668","79.0193","Non-Agricultural","Hari Patel"
"478","West Bengal","22.9868","87.855","Residential Area","Haya Shah"
"160","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Ishani Patel"
"141","Andhra Pradesh","15.9129","79.74","Agricultural Area","Ishir Sharma"
"550","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Ivy Shah"
"762","Assam","26.2006","92.9376","Residential Area","Jaahan Sharma"
"157","Bihar","25.0961","85.3131","Residential Area","Jia Shah"
"125","Chandigarh","30.7333","76.7794","Residential Area","Kabir Patel"
"801","Chhattisgarh","21.2787","81.8661","Residential Area","Kaira Sharma"
"533","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Krisha Shah"
"664","Delhi","28.7041","77.1025","Residential Area","Laksh Patel"
"859","Goa","15.2993","74.124","Agricultural Area","Manya Shah"
"950","Gujarat","22.2587","71.1924","Non-Agricultural","Mihir Sharma"
"311","Haryana","29.0588","76.0856","Agricultural Area","Naira Patel"
"221","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Namish Shah"
"163","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Navya Kapoor"
"884","Jharkhand","23.6102","85.2799","Residential Area","Nirav Sharma"
"658","Karnataka","15.3173","75.7139","Non-Agricultural","Ojas Shah"
"492","Kerala","10.8505","76.2711","Non-Agricultural","Parthiv Sharma"
"716","Ladakh","34.2996","78.2932","Non-Agricultural","Pranav Shah"
"268","Madhya Pradesh","22.9734","78.6569","Residential Area","Pranav Sharma"
"585","Maharashtra","19.7515","75.7139","Agricultural Area","Pritika Shah"
"518","Manipur","24.6637","93.9063","Non-Agricultural","Rachit Sharma"
"791","Meghalaya","25.467","91.3662","Agricultural Area","Ranveer Patel"
"814","Mizoram","23.1645","92.9376","Agricultural Area","Reyansh Shah"
"187","Nagaland","26.1584","94.5624","Agricultural Area","Ridhi Sharma"
"548","Odisha","20.9517","85.0985","Agricultural Area","Rudransh Patel"
"920","Puducherry","11.9416","79.8083","Non-Agricultural","Saanvi Kapoor"
"293","Punjab","31.1471","75.3412","Non-Agricultural","Saanvi Sharma"
"520","Rajasthan","27.0238","74.2179","Residential Area","Sahana Shah"
"699","Sikkim","27.533","88.5122","Agricultural Area","Samaira Patel"
"790","Tamil Nadu","11.1271","78.6569","Residential Area","Samyak Sharma"
"553","Telangana","18.1124","79.0193","Residential Area","Sana Kapoor"
"565","Tripura","23.9408","91.9882","Residential Area","Sana Sharma"
"414","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Samarth Patel"
"413","Uttarakhand","30.0668","79.0193","Residential Area","Sanaa Shah"
"807","West Bengal","22.9868","87.855","Non-Agricultural","Sanskriti Sharma"
"275","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Shiv Shah"
"153","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Shivansh Sharma"
"871","Arunachal Pradesh","28.218","94.7278","Non-Agricultural","Shivika Patel"
"853","Assam","26.2006","92.9376","Non-Agricultural","Shivin Shah"
"321","Bihar","25.0961","85.3131","Non-Agricultural","Shloka Sharma"
"403","Chandigarh","30.7333","76.7794","Non-Agricultural","Shreya Patel"
"652","Chhattisgarh","21.2787","81.8661","Residential Area","Siddhi Sharma"
"544","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Siya Patel"
"333","Delhi","28.7041","77.1025","Non-Agricultural","Smera Sharma"
"192","Goa","15.2993","74.124","Non-Agricultural","Suhani Patel"
"552","Gujarat","22.2587","71.1924","Residential Area","Taksh Shah"
"321","Haryana","29.0588","76.0856","Agricultural Area","Vanya Kapoor"
"691","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Vihaan Patel"
"897","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Vivaan Shah"
"759","Jharkhand","23.6102","85.2799","Agricultural Area","Yakshit Sharma"
"822","Karnataka","15.3173","75.7139","Non-Agricultural","Yash Patel"
"952","Kerala","10.8505","76.2711","Non-Agricultural","Yashvi Shah"
"252","Ladakh","34.2996","78.2932","Residential Area","Yug Sharma"
"229","Madhya Pradesh","22.9734","78.6569","Residential Area","Zayyan Patel"
"447","Maharashtra","19.7515","75.7139","Residential Area","Zara Sharma"
"404","Manipur","24.6637","93.9063","Agricultural Area","Zoya Kapoor"
"911","Meghalaya","25.467","91.3662","Residential Area","Advait Patel"
"230","Mizoram","23.1645","92.9376","Agricultural Area","Aadvik Shah"
"322","Nagaland","26.1584","94.5624","Non-Agricultural","Aarav Sharma"
"126","Odisha","20.9517","85.0985","Non-Agricultural","Aarohi Patel"
"636","Puducherry","11.9416","79.8083","Agricultural Area","Aashi Shah"
"145","Punjab","31.1471","75.3412","Residential Area","Aashna Kapoor"
"804","Rajasthan","27.0238","74.2179","Residential Area","Advay Sharma"
"976","Sikkim","27.533","88.5122","Residential Area","Ahaan Sharma"
"572","Tamil Nadu","11.1271","78.6569","Residential Area","Aishani Patel"
"613","Telangana","18.1124","79.0193","Agricultural Area","Ahaana Kapoor"
"341","Tripura","23.9408","91.9882","Agricultural Area","Akaash Shah"
"927","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Amaira Patel"
"114","Uttarakhand","30.0668","79.0193","Residential Area","Anay Patel"
"452","West Bengal","22.9868","87.855","Non-Agricultural","Anirudh Sharma"
"268","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Anvi Shah"
"366","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Aryaman Patel"
"803","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Avani Sharma"
"266","Assam","26.2006","92.9376","Residential Area","Ayansh Patel"
"690","Bihar","25.0961","85.3131","Residential Area","Daivik Patel"
"448","Chandigarh","30.7333","76.7794","Non-Agricultural","Dhairya Shah"
"856","Chhattisgarh","21.2787","81.8661","Residential Area","Ditika Sharma"
"670","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Divit Patel"
"701","Delhi","28.7041","77.1025","Agricultural Area","Eeshaan Patel"
"879","Goa","15.2993","74.124","Residential Area","Ekam Sharma"
"297","Gujarat","22.2587","71.1924","Residential Area","Gian Patel"
"326","Haryana","29.0588","76.0856","Agricultural Area","Haanvi Patel"
"743","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Hari Sharma"
"280","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Haya Patel"
"612","Jharkhand","23.6102","85.2799","Agricultural Area","Ishani Sharma"
"761","Karnataka","15.3173","75.7139","Residential Area","Ishir Patel"
"227","Kerala","10.8505","76.2711","Agricultural Area","Ivy Patel"
"765","Ladakh","34.2996","78.2932","Residential Area","Jaahan Patel"
"860","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Jia Patel"
"708","Maharashtra","19.7515","75.7139","Agricultural Area","Kabir Shah"
"234","Manipur","24.6637","93.9063","Agricultural Area","Kaira Patel"
"286","Meghalaya","25.467","91.3662","Non-Agricultural","Krisha Patel"
"917","Mizoram","23.1645","92.9376","Non-Agricultural","Laksh Shah"
"344","Nagaland","26.1584","94.5624","Non-Agricultural","Manya Patel"
"282","Odisha","20.9517","85.0985","Agricultural Area","Mihir Patel"
"146","Puducherry","11.9416","79.8083","Non-Agricultural","Naira Shah"
"176","Punjab","31.1471","75.3412","Non-Agricultural","Namish Patel"
"671","Rajasthan","27.0238","74.2179","Residential Area","Navya Sharma"
"144","Sikkim","27.533","88.5122","Non-Agricultural","Nirav Patel"
"728","Tamil Nadu","11.1271","78.6569","Residential Area","Ojas Patel"
"517","Telangana","18.1124","79.0193","Non-Agricultural","Parthiv Shah"
"625","Tripura","23.9408","91.9882","Non-Agricultural","Pranav Patel"
"820","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Pranav Shah"
"611","Uttarakhand","30.0668","79.0193","Agricultural Area","Pritika Patel"
"335","West Bengal","22.9868","87.855","Non-Agricultural","Rachit Patel"
"348","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Ranveer Shah"
"191","Andhra Pradesh","15.9129","79.74","Agricultural Area","Reyansh Patel"
"688","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Ridhi Patel"
"303","Assam","26.2006","92.9376","Residential Area","Rudransh Shah"
"962","Bihar","25.0961","85.3131","Non-Agricultural","Saanvi Patel"
"525","Chandigarh","30.7333","76.7794","Non-Agricultural","Sahana Patel"
"416","Chhattisgarh","21.2787","81.8661","Residential Area","Samaira Shah"
"516","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Agricultural Area","Samyak Patel"
"925","Delhi","28.7041","77.1025","Residential Area","Sana Patel"
"211","Goa","15.2993","74.124","Agricultural Area","Samarth Shah"
"330","Gujarat","22.2587","71.1924","Residential Area","Sanaa Patel"
"456","Haryana","29.0588","76.0856","Non-Agricultural","Sanskriti Patel"
"492","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Shiv Patel"
"222","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Shivansh Patel"
"590","Jharkhand","23.6102","85.2799","Agricultural Area","Shivika Shah"
"802","Karnataka","15.3173","75.7139","Agricultural Area","Shivin Patel"
"796","Kerala","10.8505","76.2711","Residential Area","Shloka Patel"
"224","Ladakh","34.2996","78.2932","Residential Area","Shreya Shah"
"286","Madhya Pradesh","22.9734","78.6569","Residential Area","Siddhi Patel"
"895","Maharashtra","19.7515","75.7139","Agricultural Area","Siya Shah"
"814","Manipur","24.6637","93.9063","Non-Agricultural","Smera Patel"
"505","Meghalaya","25.467","91.3662","Non-Agricultural","Suhani Shah"
"559","Mizoram","23.1645","92.9376","Residential Area","Taksh Patel"
"586","Nagaland","26.1584","94.5624","Residential Area","Vanya Sharma"
"558","Odisha","20.9517","85.0985","Agricultural Area","Vihaan Shah"
"338","Puducherry","11.9416","79.8083","Agricultural Area","Vivaan Patel"
"534","Punjab","31.1471","75.3412","Agricultural Area","Yakshit Patel"
"594","Rajasthan","27.0238","74.2179","Agricultural Area","Yash Shah"
"790","Sikkim","27.533","88.5122","Agricultural Area","Yashvi Patel"
"776","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Yug Patel"
"394","Telangana","18.1124","79.0193","Agricultural Area","Zayyan Shah"
"592","Tripura","23.9408","91.9882","Non-Agricultural","Zara Patel"
"324","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Zoya Shah"
"562","Uttarakhand","30.0668","79.0193","Residential Area","Aadrika Agarwal"
"326","West Bengal","22.9868","87.855","Agricultural Area","Aadvik Bhatia"
"244","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Aahana Chopra"
"635","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Aarav Das"
"548","Arunachal Pradesh","28.218","94.7278","Non-Agricultural","Aarohi Gupta"
"836","Assam","26.2006","92.9376","Non-Agricultural","Advay Jain"
"159","Bihar","25.0961","85.3131","Agricultural Area","Advika Khanna"
"919","Chandigarh","30.7333","76.7794","Non-Agricultural","Ahaan Kumar"
"104","Chhattisgarh","21.2787","81.8661","Residential Area","Ahana Mehta"
"148","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Agricultural Area","Akshara Patel"
"770","Delhi","28.7041","77.1025","Residential Area","Anaya Sharma"
"542","Goa","15.2993","74.124","Residential Area","Anayra Singh"
"168","Gujarat","22.2587","71.1924","Residential Area","Anisha Verma"
"721","Haryana","29.0588","76.0856","Non-Agricultural","Ariana Agarwal"
"839","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Arnav Bhatia"
"348","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Arush Chopra"
"514","Jharkhand","23.6102","85.2799","Agricultural Area","Arya Das"
"234","Karnataka","15.3173","75.7139","Residential Area","Aryan Gupta"
"284","Kerala","10.8505","76.2711","Residential Area","Avyaan Jain"
"742","Ladakh","34.2996","78.2932","Non-Agricultural","Chahat Khanna"
"680","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Darsh Mehta"
"254","Maharashtra","19.7515","75.7139","Non-Agricultural","Dev Patel"
"325","Manipur","24.6637","93.9063","Agricultural Area","Dhriti Sharma"
"359","Meghalaya","25.467","91.3662","Non-Agricultural","Divit Singh"
"603","Mizoram","23.1645","92.9376","Agricultural Area","Gauri Verma"
"497","Nagaland","26.1584","94.5624","Agricultural Area","Hansika Agarwal"
"658","Odisha","20.9517","85.0985","Non-Agricultural","Harsh Bhatia"
"672","Puducherry","11.9416","79.8083","Non-Agricultural","Ira Chopra"
"587","Punjab","31.1471","75.3412","Non-Agricultural","Ishan Das"
"237","Rajasthan","27.0238","74.2179","Residential Area","Ishika Gupta"
"363","Sikkim","27.533","88.5122","Agricultural Area","Jai Jain"
"817","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Kabir Khanna"
"980","Telangana","18.1124","79.0193","Non-Agricultural","Kanishka Mehta"
"209","Tripura","23.9408","91.9882","Agricultural Area","Kia Patel"
"397","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Kiara Sharma"
"688","Uttarakhand","30.0668","79.0193","Agricultural Area","Krisha Singh"
"332","West Bengal","22.9868","87.855","Agricultural Area","Kyra Verma"
"275","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Laksh Agarwal"
"787","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Mahi Bhatia"
"724","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Mahira Chopra"
"744","Assam","26.2006","92.9376","Residential Area","Manvi Das"
"462","Bihar","25.0961","85.3131","Agricultural Area","Mehak Gupta"
"946","Chandigarh","30.7333","76.7794","Non-Agricultural","Meher Jain"
"860","Chhattisgarh","21.2787","81.8661","Agricultural Area","Myra Khanna"
"114","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Non-Agricultural","Naisha Mehta"
"951","Delhi","28.7041","77.1025","Residential Area","Navya Patel"
"829","Goa","15.2993","74.124","Residential Area","Neha Sharma"
"127","Gujarat","22.2587","71.1924","Residential Area","Nihaar Singh"
"694","Haryana","29.0588","76.0856","Residential Area","Nivaan Verma"
"910","Himachal Pradesh","31.1048","77.1734","Residential Area","Nysa Agarwal"
"952","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Pranav Bhatia"
"928","Jharkhand","23.6102","85.2799","Non-Agricultural","Prisha Chopra"
"761","Karnataka","15.3173","75.7139","Residential Area","Raghav Das"
"272","Kerala","10.8505","76.2711","Agricultural Area","Ria Gupta"
"549","Ladakh","34.2996","78.2932","Residential Area","Rishaan Jain"
"584","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Riya Khanna"
"937","Maharashtra","19.7515","75.7139","Non-Agricultural","Rudra Mehta"
"475","Manipur","24.6637","93.9063","Non-Agricultural","Saanvi Patel"
"264","Meghalaya","25.467","91.3662","Agricultural Area","Saisha Sharma"
"469","Mizoram","23.1645","92.9376","Agricultural Area","Samaira Singh"
"596","Nagaland","26.1584","94.5624","Non-Agricultural","Samarth Verma"
"654","Odisha","20.9517","85.0985","Agricultural Area","Sana Agarwal"
"907","Puducherry","11.9416","79.8083","Agricultural Area","Sanvi Bhatia"
"764","Punjab","31.1471","75.3412","Agricultural Area","Sarah Chopra"
"119","Rajasthan","27.0238","74.2179","Residential Area","Sia Das"
"430","Sikkim","27.533","88.5122","Non-Agricultural","Siya Gupta"
"764","Tamil Nadu","11.1271","78.6569","Agricultural Area","Soham Jain"
"651","Telangana","18.1124","79.0193","Agricultural Area","Suhana Khanna"
"127","Tripura","23.9408","91.9882","Residential Area","Tanish Mehta"
"935","Uttar Pradesh","26.8467","80.9462","Residential Area","Atharva Jadhav"
"981","Uttarakhand","30.0668","79.0193","Residential Area","Harsh Bhatia"
"112","West Bengal","22.9868","87.855","Agricultural Area","Yash bhuvan"
"743","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Tara Patel"
"149","Andhra Pradesh","15.9129","79.74","Residential Area","Veer Sharma"
"336","Arunachal Pradesh","28.218","94.7278","Residential Area","Viaan Singh"
"898","Assam","26.2006","92.9376","Residential Area","Vivaan Verma"
"674","Bihar","25.0961","85.3131","Agricultural Area","Yuvan Agarwal"
"399","Chandigarh","30.7333","76.7794","Agricultural Area","Zara Bhatia"
"248","Chhattisgarh","21.2787","81.8661","Agricultural Area","Aadvik Chopra"
"350","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Agricultural Area","Aahil Das"
"357","Delhi","28.7041","77.1025","Non-Agricultural","Aaradhya Gupta"
"642","Goa","15.2993","74.124","Residential Area","Aarna Jain"
"940","Gujarat","22.2587","71.1924","Agricultural Area","Aashi Khanna"
"525","Haryana","29.0588","76.0856","Non-Agricultural","Advait Mehta"
"791","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Aishani Patel"
"829","Jammu and Kashmir","33.7782","76.5762","Residential Area","Aiza Singh"
"593","Jharkhand","23.6102","85.2799","Agricultural Area","Amaira Verma"
"616","Karnataka","15.3173","75.7139","Residential Area","Ananya Agarwal"
"828","Kerala","10.8505","76.2711","Residential Area","Anay Chopra"
"743","Ladakh","34.2996","78.2932","Non-Agricultural","Anvika Das"
"918","Madhya Pradesh","22.9734","78.6569","Residential Area","Aria Gupta"
"982","Maharashtra","19.7515","75.7139","Non-Agricultural","Arnav Jain"
"502","Manipur","24.6637","93.9063","Non-Agricultural","Aryaman Khanna"
"643","Meghalaya","25.467","91.3662","Residential Area","Avni Mehta"
"166","Mizoram","23.1645","92.9376","Residential Area","Ayana Patel"
"103","Nagaland","26.1584","94.5624","Non-Agricultural","Bhavya Sharma"
"381","Odisha","20.9517","85.0985","Non-Agricultural","Darshil Singh"
"509","Puducherry","11.9416","79.8083","Non-Agricultural","Devansh Verma"
"152","Punjab","31.1471","75.3412","Agricultural Area","Dhruv Agarwal"
"277","Rajasthan","27.0238","74.2179","Non-Agricultural","Divisha Bhatia"
